STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
BIOWL1-11;T1231063;2022-03-12 19:12:54;52.4227;10.94;1;37;3164;Clb=-6.4m/s p=693.4hPa t=-6.0C h=5.9% 405.70MHz Type=RS41-SGP powerup=2h58m59s rx=405700(+0/5)
DL2LAY-13;T1231063;2022-03-12 19:12:50;52.4223;10.94;360;39;3192;Clb=-7.4m/s p=690.9hPa t=-6.1C 405.70MHz Type=RS41-SGP powerup=2h58m55s sondemod 1.36e
KAKTU2-11;T1231063;2022-03-12 19:12:46;52.422;10.94;360;37;3219;Clb=-6.1m/s p=688.5hPa t=-6.5C h=5.5% 405.700MHz Type=RS41-SGP TxOff=2h35m rdzTTGOsonde
DL1XH-11;T1231063;2022-03-12 19:12:44;52.4218;10.94;359;37;3231;Clb=-6.1m/s p=687.4hPa t=-6.4C h=5.5% 405.70MHz Type=RS41-SGP powerup=2h58m49s rx=405700(-1/5)
TOMI05-11;T1231063;2022-03-12 19:12:40;52.4214;10.94;360;35;3255;Clb=-5.8m/s p=685.3hPa t=-6.5C h=5.1% 405.70MHz Type=RS41-SGP
DO4OSS-14;T1231063;2022-03-12 19:12:36;52.421;10.94;356;35;3279;Clb=-6.0m/s t=-6.7C h=4.6% p=683.2hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL2LAY-13;T1231063;2022-03-12 19:12:30;52.4205;10.9401;355;35;3317;Clb=-5.9m/s p=680.0hPa t=-6.6C 405.70MHz Type=RS41-SGP TxOff=2h35m batt=2.5V powerup=2h58m35s sondemod 1.36e
DM3MS-14;T1231063;2022-03-12 19:12:28;52.4203;10.9401;355;35;3328;Clb=-6.2m/s t=-5.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:12:26;52.4201;10.9402;354;35;3341;Clb=-5.8m/s p=677.7hPa t=-6.7C h=4.1% 405.700MHz Type=RS41-SGP TxOff=2h35m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 19:12:20;52.4196;10.9403;350;35;3377;Clb=-6.1m/s p=674.6hPa t=-6.6C 405.70MHz Type=RS41-SGP
THATR2-14;T1231063;2022-03-12 19:12:14;52.419;10.9405;347;33;3420;Clb=-6.0m/s p=670.8hPa t=-6.9C h=3.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 19:12:12;52.4189;10.9405;348;33;3427;Clb=-6.4m/s p=670.3hPa t=-6.9C h=3.6% 405.70MHz Type=RS41-SGP powerup=2h58m17s rx=405700(+0/5)
DO1FJD-14;T1231063;2022-03-12 19:12:10;52.4188;10.9406;349;33;3439;Clb=-6.3m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:12:06;52.4184;10.9407;349;33;3464;Clb=-6.0m/s p=667.1hPa t=-7.1C h=3.7% 405.70MHz Type=RS41-SGP powerup=2h58m11s
KAKTU2-12;T1231063;2022-03-12 19:12:02;52.4181;10.9408;346;30;3489;Clb=-6.5m/s p=664.9hPa t=-7.3C h=3.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
TOMI05-11;T1231063;2022-03-12 19:12:00;52.418;10.9409;345;31;3502;Clb=-5.9m/s p=663.9hPa t=-7.4C h=3.8% 405.70MHz Type=RS41-SGP
DM3MS-14;T1231063;2022-03-12 19:11:58;52.4178;10.941;346;31;3514;Clb=-6.2m/s t=-6.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:11:54;52.4175;10.9411;347;31;3539;Clb=-6.2m/s p=660.7hPa t=-7.8C h=3.8% 405.700MHz Type=RS41-SGP TxOff=2h36m rdzTTGOsonde
BIOWL1-11;T1231063;2022-03-12 19:11:52;52.4173;10.9412;345;31;3552;Clb=-6.3m/s p=659.6hPa t=-7.9C h=4.0% 405.70MHz Type=RS41-SGP powerup=2h57m57s rx=405700(+0/5)
DL2LAY-13;T1231063;2022-03-12 19:11:50;52.4172;10.9412;346;31;3565;Clb=-6.4m/s p=658.5hPa t=-7.9C 405.70MHz Type=RS41-SGP powerup=2h57m55s sondemod 1.36e
DL1XH-11;T1231063;2022-03-12 19:11:46;52.4169;10.9413;349;30;3591;Clb=-6.4m/s p=656.3hPa t=-8.2C h=4.1% 405.70MHz Type=RS41-SGP
TOMI05-11;T1231063;2022-03-12 19:11:40;52.4164;10.9415;350;30;3629;Clb=-6.1m/s p=653.1hPa t=-8.6C h=4.2% 405.70MHz Type=RS41-SGP
AA1-11;T1231063;2022-03-12 19:11:36;52.4161;10.9416;349;30;3654;Clb=-6.3m/s p=651.0hPa t=-8.8C h=4.3% 405.70MHz Type=RS41-SGP powerup=2h57m41s
DO4OSS-14;T1231063;2022-03-12 19:11:34;52.4159;10.9417;350;30;3673;Clb=-6.4m/s t=-9.0C h=4.2% p=649.4hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
KAKTU2-11;T1231063;2022-03-12 19:11:32;52.4158;10.9417;351;30;3680;Clb=-6.6m/s p=648.8hPa t=-9.1C h=4.2% 405.700MHz Type=RS41-SGP TxOff=2h37m rdzTTGOsonde
SONDE2-11;T1231063;2022-03-12 19:11:30;52.4157;10.9417;351;30;3693;Clb=-6.4m/s p=647.8hPa t=-9.1C h=4.4% 405.70MHz Type=RS41-SGP powerup=2h57m35s rx=405700(+0/5)
DM3MS-14;T1231063;2022-03-12 19:11:28;52.4155;10.9417;354;30;3705;Clb=-6.2m/s t=-8.4C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 19:11:22;52.4151;10.9418;356;28;3745;Clb=-6.3m/s p=643.5hPa t=-9.6C h=4.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
TOMI05-11;T1231063;2022-03-12 19:11:20;52.415;10.9418;355;28;3758;Clb=-6.5m/s p=642.3hPa t=-9.7C h=4.5% 405.70MHz Type=RS41-SGP TxOff=2h36m batt=2.5V rssi=51.6dB azimuth=279 powerup=2h57m25s rx=405700(+1/5) dev=SDR0 FN=10645 S
DN4BAS-14;T1231063;2022-03-12 19:11:12;52.4144;10.9419;352;28;3809;Clb=-6.1m/s p=638.0hPa t=-10.2C h=4.8% 405.70MHz Type=RS41-SGP TxOff=2h36m batt=2.6V Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:11:10;52.4142;10.942;352;28;3821;Clb=-6.2m/s p=637.1hPa t=-10.3C h=4.6% 405.700MHz Type=RS41-SGP TxOff=2h37m rdzTTGOsonde
DL1XH-11;T1231063;2022-03-12 19:11:08;52.4141;10.942;351;26;3833;Clb=-6.3m/s p=635.9hPa t=-10.4C h=5.0% 405.70MHz Type=RS41-SGP
AA1-11;T1231063;2022-03-12 19:11:06;52.414;10.942;353;26;3846;Clb=-6.4m/s p=634.9hPa t=-10.5C h=5.3% 405.70MHz Type=RS41-SGP TxOff=2h36m batt=2.6V powerup=2h57m11s
DN4BAS-14;T1231063;2022-03-12 19:11:02;52.4137;10.9421;351;26;3872;Clb=-6.5m/s p=632.8hPa t=-10.7C h=5.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:11:00;52.4136;10.9421;353;26;3885;Clb=-6.4m/s t=-10.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:10:58;52.4134;10.9422;353;26;3897;Clb=-6.5m/s t=-10.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 19:10:50;52.413;10.9423;348;26;3949;Clb=-6.3m/s p=626.5hPa t=-11.4C h=9.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
KAKTU2-11;T1231063;2022-03-12 19:10:48;52.4128;10.9423;350;26;3962;Clb=-6.6m/s p=625.5hPa t=-11.5C h=8.7% 405.700MHz Type=RS41-SGP TxOff=2h37m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 19:10:40;52.4123;10.9425;349;28;4014;Clb=-6.5m/s p=621.2hPa t=-11.8C 405.70MHz Type=RS41-SGP
KAKTU2-11;T1231063;2022-03-12 19:10:38;52.4122;10.9425;349;28;4027;Clb=-6.5m/s p=620.2hPa t=-12.0C h=10.8% 405.700MHz Type=RS41-SGP TxOff=2h37m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:10:36;52.412;10.9426;348;30;4040;Clb=-6.5m/s p=619.1hPa t=-12.1C h=11.2% 405.70MHz Type=RS41-SGP powerup=2h56m41s
DO4OSS-14;T1231063;2022-03-12 19:10:32;52.4117;10.9427;345;28;4072;Clb=-6.7m/s t=-12.3C h=10.5% p=616.7hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL4AWI-14;T1231063;2022-03-12 19:10:30;52.4116;10.9427;346;30;4079;Clb=-6.5m/s t=-11.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:10:28;52.4115;10.9428;347;30;4091;Clb=-6.6m/s t=-11.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2TMJ-11;T1231063;2022-03-12 19:10:20;52.4109;10.943;351;30;4146;Clb=-6.6m/s p=610.6hPa t=-12.8C h=10.0% 405.70MHz Type=RS41-SGP TxOff=2h37m batt=2.6V rssi=52.7dB dist=102.430 azimuth=89 elevation=1.81
DJ6OI-14;T1231063;2022-03-12 19:10:14;52.4105;10.9431;351;30;4184;Clb=-6.4m/s p=607.4hPa t=-13.0C h=10.3% 405.70MHz Type=RS41-SGP TxOff=2h37m batt=2.6V Details zu http://radiosondy.info
DL1XH-11;T1231063;2022-03-12 19:10:10;52.4102;10.9432;354;30;4210;Clb=-6.2m/s p=605.4hPa t=-13.3C h=10.4% 405.70MHz Type=RS41-SGP powerup=2h56m15s rx=405700(-1/5)
KAKTU2-11;T1231063;2022-03-12 19:10:06;52.4099;10.9432;357;30;4236;Clb=-6.6m/s p=603.5hPa t=-13.5C h=10.2% 405.700MHz Type=RS41-SGP TxOff=2h37m rdzTTGOsonde
KAKTU2-12;T1231063;2022-03-12 19:10:02;52.4096;10.9432;358;33;4262;Clb=-6.7m/s p=601.4hPa t=-13.7C h=10.8% 405.70MHz Type=RS41-SGP TxOff=2h37m batt=2.6V Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:10:00;52.4095;10.9432;359;30;4275;Clb=-6.3m/s t=-13.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:09:58;52.4093;10.9433;357;30;4288;Clb=-6.6m/s t=-13.1C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DJ6OI-14;T1231063;2022-03-12 19:09:56;52.4092;10.9433;357;30;4301;Clb=-6.1m/s p=598.2hPa t=-14.1C h=11.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2TMJ-11;T1231063;2022-03-12 19:09:50;52.4087;10.9433;358;30;4340;Clb=-6.6m/s p=595.2hPa t=-14.4C h=11.3% 405.70MHz Type=RS41-SGP TxOff=2h37m batt=2.6V Sats=8 powerup=2h55m55s sondemod 1.36h
DN4BAS-14;T1231063;2022-03-12 19:09:40;52.408;10.9434;358;30;4406;Clb=-6.6m/s p=590.0hPa t=-15.0C h=12.1% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.5V Details zu http://radiosondy.info
DJ6OI-14;T1231063;2022-03-12 19:09:38;52.4078;10.9434;360;31;4419;Clb=-6.5m/s p=588.9hPa t=-15.1C h=12.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:09:36;52.4077;10.9434;360;31;4432;Clb=-6.5m/s p=588.0hPa t=-15.2C h=12.1% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.6V powerup=2h55m41s
DF2AP-14;T1231063;2022-03-12 19:09:30;52.4072;10.9434;359;31;4471;Clb=-6.3m/s p=585.0hPa t=-15.6C h=12.0% 405.70MHz Type=RS41-SGP powerup=2h55m35s
DM3MS-14;T1231063;2022-03-12 19:09:28;52.4071;10.9434;359;31;4483;Clb=-6.5m/s t=-14.8C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL2-11;T1231063;2022-03-12 19:09:26;52.4068;10.9434;357;30;4503;Clb=-6.6m/s t=-15.9C h=11.1% p=582.4hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
KAKTU2-11;T1231063;2022-03-12 19:09:24;52.4068;10.9434;359;30;4510;Clb=-6.5m/s p=582.0hPa t=-15.9C h=11.0% 405.700MHz Type=RS41-SGP TxOff=2h38m rdzTTGOsonde
DJ6OI-14;T1231063;2022-03-12 19:09:22;52.4065;10.9434;356;31;4529;Clb=-6.3m/s p=580.5hPa t=-16.0C h=11.0% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.5V Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 19:09:20;52.4065;10.9434;355;31;4535;Clb=-6.6m/s p=580.0hPa t=-16.1C h=10.8% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.5V Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 19:09:18;52.4063;10.9435;354;31;4548;Clb=-6.3m/s p=579.0hPa t=-16.2C h=10.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:09:10;52.4057;10.9436;353;31;4600;Clb=-6.5m/s p=575.1hPa t=-16.4C 405.70MHz Type=RS41-SGP powerup=2h55m15s sondemod 1.36e
AA1-11;T1231063;2022-03-12 19:09:06;52.4054;10.9436;354;33;4626;Clb=-6.6m/s p=573.1hPa t=-16.7C h=9.2% 405.70MHz Type=RS41-SGP powerup=2h55m11s
THATR2-14;T1231063;2022-03-12 19:09:02;52.4051;10.9437;353;33;4651;Clb=-6.3m/s p=571.1hPa t=-16.9C h=8.9% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.5V Details zu http://radiosondy.info
SONDE2-11;T1231063;2022-03-12 19:09:00;52.4049;10.9437;353;35;4663;Clb=-6.0m/s p=570.1hPa t=-17.0C h=8.6% 405.70MHz Type=RS41-SGP powerup=2h55m05s rx=405700(+0/5)
DM3MS-14;T1231063;2022-03-12 19:08:58;52.4047;10.9438;353;35;4677;Clb=-6.6m/s t=-16.3C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2TMJ-11;T1231063;2022-03-12 19:08:56;52.4046;10.9438;356;35;4689;Clb=-6.7m/s p=568.1hPa t=-17.2C h=8.5% 405.70MHz Type=RS41-SGP rssi=53.7dB dist=102.525 azimuth=90 elevation=2.11
KAKTU2-11;T1231063;2022-03-12 19:08:52;52.4042;10.9438;356;35;4714;Clb=-6.5m/s p=566.3hPa t=-17.5C h=7.8% 405.700MHz Type=RS41-SGP TxOff=2h39m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 19:08:50;52.404;10.9439;357;35;4727;Clb=-6.6m/s p=565.4hPa t=-17.5C h=7.9% 405.70MHz Type=RS41-SGP TxOff=2h38m batt=2.5V Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 19:08:48;52.4039;10.9439;357;35;4740;Clb=-6.3m/s p=564.4hPa t=-17.6C h=7.1% 405.70MHz Type=RS41-SGP powerup=2h54m53s rx=405700(+0/5)
THATR2-14;T1231063;2022-03-12 19:08:46;52.4037;10.9439;358;35;4752;Clb=-6.7m/s p=563.4hPa t=-17.6C h=6.3% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:08:40;52.4032;10.944;357;35;4791;Clb=-6.2m/s p=560.6hPa t=-17.7C 405.70MHz Type=RS41-SGP
DO1FJD-14;T1231063;2022-03-12 19:08:38;52.403;10.944;357;37;4803;Clb=-6.2m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:08:36;52.4028;10.944;357;37;4815;Clb=-6.3m/s p=558.7hPa t=-18.0C h=5.4% 405.70MHz Type=RS41-SGP powerup=2h54m41s
DL4AWI-14;T1231063;2022-03-12 19:08:30;52.4023;10.944;360;35;4853;Clb=-6.4m/s t=-17.5C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 19:08:28;52.4021;10.944;360;35;4866;Clb=-6.2m/s t=-17.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL2-11;T1231063;2022-03-12 19:08:24;52.4016;10.944;358;35;4896;Clb=-6.1m/s t=-18.7C h=5.2% p=552.7hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DN4BAS-14;T1231063;2022-03-12 19:08:22;52.4015;10.944;359;35;4902;Clb=-6.0m/s p=552.3hPa t=-18.7C h=5.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:08:20;52.4014;10.944;359;35;4915;Clb=-6.5m/s p=551.2hPa t=-18.7C 405.70MHz Type=RS41-SGP
DL1XH-11;T1231063;2022-03-12 19:08:14;52.4008;10.9441;357;35;4952;Clb=-6.2m/s p=548.5hPa t=-19.1C h=5.5% 405.70MHz Type=RS41-SGP powerup=2h54m19s rx=405700(-1/5)
DN4BAS-14;T1231063;2022-03-12 19:08:12;52.4007;10.9441;357;35;4965;Clb=-6.0m/s p=547.6hPa t=-19.2C h=5.5% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:08:10;52.4005;10.9441;357;35;4977;Clb=-6.4m/s p=546.6hPa t=-19.2C 405.70MHz Type=RS41-SGP powerup=2h54m15s sondemod 1.36e
DO1FJD-14;T1231063;2022-03-12 19:08:08;52.4003;10.9441;357;35;4990;Clb=-6.6m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:08:06;52.4001;10.9441;358;35;5002;Clb=-6.4m/s p=544.9hPa t=-19.6C h=5.7% 405.70MHz Type=RS41-SGP TxOff=2h39m batt=2.6V powerup=2h54m11s
DN4BAS-14;T1231063;2022-03-12 19:08:02;52.3998;10.9442;356;35;5027;Clb=-6.2m/s p=543.1hPa t=-19.8C h=5.9% 405.70MHz Type=RS41-SGP TxOff=2h39m batt=2.6V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:08:00;52.3996;10.9442;355;35;5039;Clb=-6.1m/s p=542.1hPa t=-19.7C 405.70MHz Type=RS41-SGP TxOff=2h39m batt=2.5V
THATR2-14;T1231063;2022-03-12 19:07:58;52.3994;10.9442;355;35;5052;Clb=-5.9m/s p=541.4hPa t=-20.0C h=6.1% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4OSS-14;T1231063;2022-03-12 19:07:56;52.3993;10.9443;351;35;5064;Clb=-6.3m/s t=-20.1C h=5.5% p=540.5hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
BIOWL2-11;T1231063;2022-03-12 19:07:52;52.3989;10.9443;352;33;5089;Clb=-6.3m/s t=-20.3C h=5.7% p=538.6hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL2LAY-13;T1231063;2022-03-12 19:07:50;52.3987;10.9444;353;37;5102;Clb=-6.4m/s p=537.7hPa t=-20.2C 405.70MHz Type=RS41-SGP powerup=2h53m55s sondemod 1.36e
THATR2-14;T1231063;2022-03-12 19:07:42;52.3978;10.9447;344;39;5167;Clb=-6.6m/s p=533.0hPa t=-20.8C h=5.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
TOMI05-11;T1231063;2022-03-12 19:07:40;52.3978;10.9447;344;37;5167;Clb=-6.6m/s p=533.0hPa t=-20.8C h=5.6% 405.70MHz Type=RS41-SGP
DO1FJD-14;T1231063;2022-03-12 19:07:38;52.3977;10.9447;347;37;5179;Clb=-6.7m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
AA1-11;T1231063;2022-03-12 19:07:36;52.3975;10.9448;347;37;5193;Clb=-6.4m/s p=531.0hPa t=-21.0C h=5.2% 405.70MHz Type=RS41-SGP powerup=2h53m41s
DN4BAS-14;T1231063;2022-03-12 19:07:32;52.3971;10.945;347;37;5218;Clb=-6.0m/s p=529.2hPa t=-21.2C h=5.0% 405.70MHz Type=RS41-SGP TxOff=2h40m batt=2.5V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:07:30;52.397;10.945;347;37;5231;Clb=-6.5m/s p=528.3hPa t=-21.1C 405.70MHz Type=RS41-SGP TxOff=2h40m batt=2.6V powerup=2h53m35s sondemod 1.36e
DM3MS-14;T1231063;2022-03-12 19:07:28;52.3968;10.9451;347;37;5243;Clb=-6.3m/s t=-20.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL4AWI-14;T1231063;2022-03-12 19:07:26;52.3966;10.9452;346;37;5256;Clb=-6.3m/s t=-20.7C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 19:07:22;52.3962;10.9453;346;37;5282;Clb=-6.4m/s p=524.7hPa t=-21.7C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 19:07:20;52.3961;10.9454;344;37;5294;Clb=-6.8m/s p=523.8hPa t=-21.8C h=4.9% 405.70MHz Type=RS41-SGP TxOff=2h40m batt=2.6V powerup=2h53m25s rx=405700(+0/5)
DN4BAS-14;T1231063;2022-03-12 19:07:12;52.3954;10.9457;344;39;5348;Clb=-8.5m/s p=520.0hPa t=-22.1C h=4.6% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 19:07:10;52.3952;10.9458;344;39;5364;Clb=-7.4m/s p=518.9hPa t=-22.1C 405.70MHz Type=RS41-SGP powerup=2h53m15s sondemod 1.36e
KAKTU2-11;T1231063;2022-03-12 19:07:08;52.395;10.9459;346;39;5380;Clb=-7.4m/s p=517.9hPa t=-22.4C h=4.2% 405.700MHz Type=RS41-SGP TxOff=2h41m rdzTTGOsonde
AA1-11;T1231063;2022-03-12 19:07:06;52.3948;10.946;346;39;5393;Clb=-6.8m/s p=516.8hPa t=-22.5C h=4.7% 405.70MHz Type=RS41-SGP powerup=2h53m11s
DN4BAS-14;T1231063;2022-03-12 19:07:02;52.3945;10.9461;349;39;5422;Clb=-6.9m/s p=514.8hPa t=-22.6C h=4.3% 405.70MHz Type=RS41-SGP TxOff=2h40m batt=2.6V Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 19:07:00;52.3943;10.9462;350;39;5436;Clb=-7.8m/s p=513.9hPa t=-22.5C h=4.0% 405.70MHz Type=RS41-SGP powerup=2h53m05s rx=405700(+0/5)
KAKTU2-11;T1231063;2022-03-12 19:06:58;52.3941;10.9462;350;39;5451;Clb=-7.4m/s p=512.9hPa t=-22.6C h=3.5% 405.700MHz Type=RS41-SGP TxOff=2h41m rdzTTGOsonde
OZ1ARQ-1;T1231063;2022-03-12 19:06:56;52.3938;10.9464;347;39;5473;Clb=-7.2m/s t=-22.7C h=3.4% p=511.3hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DO4OSS-14;T1231063;2022-03-12 19:06:54;52.3936;10.9464;345;39;5487;Clb=-7.2m/s t=-22.8C h=3.4% p=510.3hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DN4BAS-14;T1231063;2022-03-12 19:06:52;52.3935;10.9465;346;39;5494;Clb=-7.6m/s p=509.8hPa t=-22.8C h=3.8% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL2-11;T1231063;2022-03-12 19:06:50;52.3933;10.9465;344;37;5509;Clb=-7.4m/s t=-23.0C h=3.4% p=508.8hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
KAKTU2-11;T1231063;2022-03-12 19:06:48;52.3931;10.9466;350;39;5523;Clb=-6.9m/s p=507.8hPa t=-23.1C h=3.3% 405.700MHz Type=RS41-SGP TxOff=2h41m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 19:06:46;52.3929;10.9467;352;39;5537;Clb=-7.4m/s p=506.7hPa t=-23.1C h=3.7% 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.5V Details zu http://radiosondy.info
SONDE2-11;T1231063;2022-03-12 19:06:44;52.3925;10.9468;348;41;5565;Clb=-6.8m/s p=504.8hPa t=-23.3C h=3.6% 405.70MHz Type=RS41-SGP powerup=2h52m47s rx=405700(+0/5)
DL4AWI-14;T1231063;2022-03-12 19:06:40;52.3924;10.9469;344;41;5578;Clb=-7.5m/s t=-22.6C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 19:06:38;52.3922;10.9469;343;41;5593;Clb=-7.7m/s p=502.9hPa t=-23.5C h=3.9% 405.70MHz Type=RS41-SGP powerup=2h52m43s rx=405700(+1/5)
AA1-11;T1231063;2022-03-12 19:06:36;52.392;10.947;344;41;5609;Clb=-8.4m/s p=501.9hPa t=-23.6C h=3.9% 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.6V powerup=2h52m41s
DJ2DS-13;T1231063;2022-03-12 19:06:32;52.3916;10.9472;351;39;5637;Clb=-7.4m/s p=499.9hPa t=-23.8C h=4.1% 405.70MHz Type=RS41-SGP powerup=2h52m37s rx=405700(+0/5)
DL2LAY-13;T1231063;2022-03-12 19:06:30;52.3914;10.9473;352;39;5652;Clb=-7.3m/s p=498.9hPa t=-23.7C 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.6V powerup=2h52m35s sondemod 1.36e
DL4BBY-11;T1231063;2022-03-12 19:06:28;52.3912;10.9473;350;39;5667;Clb=-7.2m/s t=-23.1C 405.70MHz Type=RS41-SGP powerup h:m:s 02:52:33 rx=405700(+0/5)
DJ2DS-13;T1231063;2022-03-12 19:06:22;52.3906;10.9475;350;41;5710;Clb=-7.5m/s p=494.9hPa t=-24.3C h=4.0% 405.70MHz Type=RS41-SGP powerup=2h52m27s rx=405700(+0/5)
TOMI05-11;T1231063;2022-03-12 19:06:20;52.3904;10.9476;347;39;5725;Clb=-7.3m/s p=493.9hPa t=-24.4C h=4.1% 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.6V rssi=53.7dB azimuth=278 powerup=2h52m25s rx=405700(+1/5) dev=SDR0 FN=10345 
BIOWL1-11;T1231063;2022-03-12 19:06:18;52.3902;10.9477;347;39;5739;Clb=-7.5m/s p=493.0hPa t=-24.5C h=4.3% 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.6V powerup=2h52m23s rx=405700(+0/5)
KAKTU2-11;T1231063;2022-03-12 19:06:16;52.39;10.9478;348;41;5753;Clb=-7.4m/s p=492.0hPa t=-24.6C h=3.9% 405.700MHz Type=RS41-SGP TxOff=2h42m rdzTTGOsonde
DJ2DS-13;T1231063;2022-03-12 19:06:12;52.3896;10.9479;346;37;5783;Clb=-7.4m/s p=490.0hPa t=-24.6C h=5.0% 405.70MHz Type=RS41-SGP TxOff=2h41m batt=2.6V powerup=2h52m17s rx=405700(+0/5)
DN4BAS-14;T1231063;2022-03-12 19:06:10;52.3894;10.948;349;37;5798;Clb=-7.4m/s p=489.0hPa t=-24.8C h=5.2% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO1FJD-14;T1231063;2022-03-12 19:06:08;52.3892;10.948;351;37;5810;Clb=-7.4m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
